year,Season,price,stateDescription,sectorName
2001,0,0.043833333333333335,Wyoming,all sectors
2001,0,0.05173333333333333,Wyoming,commercial
2001,0,0.03403333333333333,Wyoming,industrial
2001,0,0.06269999999999999,Wyoming,residential
2001,0,0.0578,South Carolina,all sectors
2001,0,0.06476666666666667,South Carolina,commercial
2001,0,0.038566666666666666,South Carolina,industrial
2001,0,0.07526666666666666,South Carolina,residential
2001,0,0.05986666666666666,South Dakota,all sectors
2001,0,0.06183333333333333,South Dakota,commercial
2001,0,0.043000000000000003,South Dakota,industrial
2001,0,0.0676,South Dakota,residential
2001,0,0.05603333333333333,Tennessee,all sectors
2001,0,0.06296666666666667,Tennessee,commercial
2001,0,0.040766666666666666,Tennessee,industrial
2001,0,0.06296666666666667,Tennessee,residential
2001,0,0.06913333333333334,Texas,all sectors
2001,0,0.07596666666666667,Texas,commercial
2001,0,0.050766666666666675,Texas,industrial
2001,0,0.07976666666666667,Texas,residential
2001,0,0.0496,Utah,all sectors
2001,0,0.05276666666666666,Utah,commercial
2001,0,0.03403333333333333,Utah,industrial
2001,0,0.06443333333333333,Utah,residential
2001,0,0.1102,Vermont,all sectors
2001,0,0.1139,Vermont,commercial
2001,0,0.08313333333333332,Vermont,industrial
2001,0,0.12536666666666665,Vermont,residential
2001,0,0.05986666666666667,Virginia,all sectors
2001,0,0.05706666666666666,Virginia,commercial
2001,0,0.0412,Virginia,industrial
2001,0,0.07193333333333334,Virginia,residential
2001,0,0.05203333333333334,Washington,all sectors
2001,0,0.05453333333333333,Washington,commercial
2001,0,0.0434,Washington,industrial
2001,0,0.05563333333333333,Washington,residential
2001,0,0.050333333333333334,West Virginia,all sectors
2001,0,0.05403333333333333,West Virginia,commercial
2001,0,0.036166666666666666,West Virginia,industrial
2001,0,0.06060000000000001,West Virginia,residential
2001,0,0.06010000000000001,Wisconsin,all sectors
2001,0,0.061733333333333335,Wisconsin,commercial
2001,0,0.04293333333333333,Wisconsin,industrial
2001,0,0.07693333333333334,Wisconsin,residential
2001,0,0.0546,Alabama,all sectors
2001,0,0.06473333333333332,Alabama,commercial
2001,0,0.03713333333333333,Alabama,industrial
2001,0,0.06653333333333333,Alabama,residential
2001,0,0.06833333333333333,Louisiana,all sectors
2001,0,0.07633333333333334,Louisiana,commercial
2001,0,0.05616666666666667,Louisiana,industrial
2001,0,0.07623333333333333,Louisiana,residential
2001,0,0.11066666666666668,Maine,all sectors
2001,0,0.12383333333333334,Maine,commercial
2001,0,0.08423333333333333,Maine,industrial
2001,0,0.12883333333333333,Maine,residential
2001,0,0.059533333333333334,Maryland,all sectors
2001,0,0.055233333333333336,Maryland,commercial
2001,0,0.0419,Maryland,industrial
2001,0,0.06876666666666666,Maryland,residential
2001,0,0.10933333333333334,Massachusetts,all sectors
2001,0,0.10753333333333333,Massachusetts,commercial
2001,0,0.09036666666666666,Massachusetts,industrial
2001,0,0.1195,Massachusetts,residential
2001,0,0.06946666666666666,Michigan,all sectors
2001,0,0.0753,Michigan,commercial
2001,0,0.051333333333333335,Michigan,industrial
2001,0,0.08026666666666667,Michigan,residential
2001,0,0.056833333333333326,Minnesota,all sectors
2001,0,0.05343333333333333,Minnesota,commercial
2001,0,0.044366666666666665,Minnesota,industrial
2001,0,0.07103333333333334,Minnesota,residential
